session,group,name,orient,rot_k,orient_fallback,align,cc,A,B,C_raw,C_al,C_bug,dL,da,db,our_p05,cam_p05,our_p995,cam_p995,our_clip_lo,cam_clip_lo,our_clip_hi,cam_clip_hi,ar,dhash,err,path
厦门,103XM_04,DSC_2751.NEF,8,-1,False,ok,0.9292,3.914,8.187,9.675,10.922,22.267,-0.676,-1.954,3.323,29.0,12.0,252.0,245.0,0.0,0.059,22.347,0.342,1.5,9898b83898b8b8b8,,K:\data\photo\厦门\103XM_04\DSC_2751.NEF
厦门,103XM_04,DSC_2756.NEF,1,0,False,ok,0.9621,4.714,7.737,9.485,10.419,9.485,-0.675,-2.976,3.593,44.0,20.0,253.0,239.0,0.0,0.01,21.817,16.352,1.5,fcf8e0e9cccecb9c,,K:\data\photo\厦门\103XM_04\DSC_2756.NEF
厦门,103XM_04,DSC_2758.NEF,8,-1,False,ok,0.9765,9.461,10.274,12.741,14.769,28.051,-5.139,-7.451,-2.753,25.0,21.0,231.0,226.0,0.004,0.072,0.755,4.429,1.5,fcd07153daccd8f2,,K:\data\photo\厦门\103XM_04\DSC_2758.NEF
厦门,103XM_04,DSC_2763.NEF,6,1,False,ok,0.9819,2.255,6.027,8.174,9.652,41.141,1.757,-1.389,0.263,18.0,10.0,253.0,239.0,0.01,0.102,24.623,0.02,1.5,8384849291909898,,K:\data\photo\厦门\103XM_04\DSC_2763.NEF
厦门,103XM_04,DSC_2776.NEF,1,0,False,ok,0.9637,2.998,6.474,7.026,7.252,7.026,-0.324,-1.622,2.501,28.0,16.0,253.0,252.0,0.0,0.018,43.259,30.406,1.5,800800c0860406c0,,K:\data\photo\厦门\103XM_04\DSC_2776.NEF
厦门,103XM_04,DSC_2779.NEF,1,0,False,ok,0.9632,3.088,6.601,7.123,7.359,7.123,-0.456,-1.732,2.516,28.0,15.0,253.0,252.0,0.0,0.015,42.24,28.943,1.5,80080004068404c4,,K:\data\photo\厦门\103XM_04\DSC_2779.NEF
厦门,103XM_04,DSC_2782.NEF,1,0,False,ok,0.9568,6.622,8.85,10.353,11.338,10.353,-1.971,-4.077,4.832,60.0,34.0,235.0,221.0,0.0,0.029,0.034,0.192,1.5,f8fc74e4169ec2e0,,K:\data\photo\厦门\103XM_04\DSC_2782.NEF
厦门,103XM_04,DSC_2787.NEF,1,0,False,ok,0.9449,8.025,9.935,11.572,12.849,11.572,-5.257,-4.424,4.147,32.0,14.0,214.0,216.0,0.0,0.072,0.044,0.048,1.5,f0f0e2e3c89c9ce0,,K:\data\photo\厦门\103XM_04\DSC_2787.NEF
厦门,103XM_04,DSC_2790.NEF,1,0,False,ok,0.9575,6.29,8.745,10.229,11.202,10.229,-1.407,-3.494,5.037,63.0,35.0,240.0,223.0,0.0,0.023,0.022,0.305,1.5,f0f87874ec9f9ee6,,K:\data\photo\厦门\103XM_04\DSC_2790.NEF
厦门,103XM_04,DSC_2793.NEF,1,0,False,ok,0.9645,6.721,9.626,13.683,16.464,13.683,-3.17,-5.32,2.612,23.0,10.0,247.0,236.0,0.03,0.155,0.47,9.791,1.5,5076c59898183436,,K:\data\photo\厦门\103XM_04\DSC_2793.NEF
厦门,103XM_04,DSC_2801.NEF,1,0,False,ok,0.8912,9.842,10.037,10.186,11.443,10.186,-8.657,-4.163,2.143,96.0,128.0,185.0,203.0,0.0,0.004,0.0,0.0,1.5,f0e4d0ac44e0e0e0,,K:\data\photo\厦门\103XM_04\DSC_2801.NEF
厦门,103XM_04,DSC_2809.NEF,8,-1,False,ok,0.978,5.096,9.11,10.522,10.565,47.692,0.494,-3.975,3.149,39.0,23.0,252.0,229.0,0.004,0.272,9.603,15.779,1.5,fafebe2e3e3c3cbc,,K:\data\photo\厦门\103XM_04\DSC_2809.NEF
厦门,103XM_04,DSC_2816.NEF,8,-1,False,ok,0.9662,6.766,8.973,11.816,13.542,32.74,-3.508,-4.873,3.118,32.0,16.0,250.0,231.0,0.004,0.426,0.713,0.295,1.5,f5e7e5ebececfcfc,,K:\data\photo\厦门\103XM_04\DSC_2816.NEF
厦门,103XM_04,DSC_2818.NEF,8,-1,False,ok,0.9751,6.024,8.751,11.414,12.635,39.965,-0.542,-4.995,3.324,46.0,21.0,245.0,231.0,0.002,0.184,2.488,17.212,1.5,fcec766e6e7e3c6e,,K:\data\photo\厦门\103XM_04\DSC_2818.NEF
厦门,103XM_04,DSC_2825.NEF,1,0,False,ok,0.9639,7.165,10.146,11.299,12.001,11.299,-0.362,-4.342,5.688,23.0,11.0,252.0,230.0,0.011,0.189,15.287,29.019,1.5,f8f83c3e7e6cf8e8,,K:\data\photo\厦门\103XM_04\DSC_2825.NEF
厦门,103XM_04,DSC_2827.NEF,1,0,False,ok,0.9673,5.518,8.688,9.99,10.96,9.99,-0.518,-3.301,4.391,24.84,11.0,253.0,233.0,0.029,0.211,16.851,13.755,1.5,f8fcfc7875dcf4f0,,K:\data\photo\厦门\103XM_04\DSC_2827.NEF
厦门,103XM_04,DSC_2829.NEF,1,0,False,ok,0.9604,5.733,8.794,9.988,10.65,9.988,-2.708,-3.933,3.173,30.0,16.0,251.0,231.0,0.005,0.116,6.584,9.878,1.5,f8fcfc3fbcb8dcd4,,K:\data\photo\厦门\103XM_04\DSC_2829.NEF
厦门,103XM_04,DSC_2833.NEF,1,0,False,ok,0.9776,3.222,6.583,8.078,9.108,8.078,2.167,-1.605,1.764,21.0,9.0,253.0,233.0,0.0,0.134,24.244,0.012,1.5,9080808cccc4464c,,K:\data\photo\厦门\103XM_04\DSC_2833.NEF
厦门,103XM_04,DSC_2839.NEF,1,0,False,ok,0.986,3.734,7.22,8.911,10.717,8.911,1.729,-3.307,-0.117,14.0,10.0,253.0,230.0,0.11,0.019,11.062,0.0,1.5,e6cb8f8fc7818322,,K:\data\photo\厦门\103XM_04\DSC_2839.NEF
厦门,103XM_04,DSC_2841.NEF,1,0,False,ok,0.9871,3.851,6.462,7.543,8.405,7.543,2.829,-2.437,0.943,17.0,11.0,253.0,233.0,0.032,0.006,24.691,0.001,1.5,8686c6c783235341,,K:\data\photo\厦门\103XM_04\DSC_2841.NEF
厦门,103XM_04,DSC_2845.NEF,6,1,False,ok,0.9634,3.399,8.099,14.292,16.965,36.596,-2.889,-1.788,-0.122,23.0,13.0,253.0,241.0,0.0,0.271,3.36,4.462,1.5,30dac6dad0c6f8bc,,K:\data\photo\厦门\103XM_04\DSC_2845.NEF
厦门,103XM_04,DSC_2849.NEF,6,1,False,ok,0.9643,3.241,8.563,13.103,15.433,38.101,-2.918,-1.12,-0.857,39.0,23.0,253.0,243.0,0.0,0.189,5.693,7.867,1.5,99d868685365795c,,K:\data\photo\厦门\103XM_04\DSC_2849.NEF
厦门,103XM_04,DSC_2854.NEF,8,-1,False,ok,0.9823,4.01,7.495,9.308,10.598,47.632,2.629,-1.808,2.429,15.0,9.0,253.0,240.0,0.012,0.091,17.916,14.529,1.5,fbfb3fd7dfdf3f7b,,K:\data\photo\厦门\103XM_04\DSC_2854.NEF
厦门,103XM_04,DSC_2867.NEF,1,0,False,ok,0.9638,3.478,6.973,13.35,15.981,13.35,-2.393,-2.512,-0.244,31.0,18.0,251.0,244.0,0.001,0.052,0.792,1.223,1.5,406464f1d8880586,,K:\data\photo\厦门\103XM_04\DSC_2867.NEF
厦门,103XM_04,DSC_2872.NEF,1,0,False,ok,0.9581,4.856,9.551,16.49,18.982,16.49,-2.222,-0.133,-4.315,24.0,16.0,253.0,248.0,0.027,0.031,6.055,5.751,1.5,88d4d6d4f1eab2d2,,K:\data\photo\厦门\103XM_04\DSC_2872.NEF
厦门,103XM_04,DSC_2878.NEF,1,0,False,ok,0.9668,5.61,9.615,16.419,18.439,16.419,-3.282,-0.467,-4.526,25.0,16.0,252.0,246.0,0.006,0.125,1.255,1.206,1.5,f8e2aaead2c664d6,,K:\data\photo\厦门\103XM_04\DSC_2878.NEF
厦门,103XM_04,DSC_2885.NEF,6,1,False,ok,0.9761,3.293,8.996,13.941,16.471,47.585,-2.437,-0.638,-2.121,40.0,25.0,253.0,250.0,0.006,0.019,3.955,2.847,1.5,3eb2b399fbdedada,,K:\data\photo\厦门\103XM_04\DSC_2885.NEF
厦门,103XM_04,DSC_2902.NEF,6,1,False,ok,0.9455,5.53,8.326,14.642,16.497,31.231,-4.753,-2.795,0.417,29.0,17.0,245.0,235.0,0.001,0.219,0.183,0.059,1.5,6464a4aceec6cac8,,K:\data\photo\厦门\103XM_04\DSC_2902.NEF
厦门,103XM_04,DSC_2903.NEF,6,1,False,ok,0.9429,4.933,7.838,13.796,15.572,29.541,-4.324,-2.373,0.084,28.0,15.0,242.0,232.0,0.001,0.142,0.114,0.027,1.5,6e6464ac6acecac8,,K:\data\photo\厦门\103XM_04\DSC_2903.NEF
厦门,103XM_04,DSC_2904.NEF,6,1,False,ok,0.954,4.495,7.978,13.754,15.78,28.937,-3.89,-2.214,-0.419,28.0,15.0,241.0,233.0,0.001,0.551,0.114,0.035,1.5,dc5cdccc564aca88,,K:\data\photo\厦门\103XM_04\DSC_2904.NEF
厦门,103XM_04,DSC_2908.NEF,8,-1,False,ok,0.9878,3.876,7.44,10.341,12.019,30.943,-1.471,-3.517,-0.7,19.0,8.0,221.0,225.0,0.001,2.979,0.129,0.273,1.5,f3b9a1859cb878d8,,K:\data\photo\厦门\103XM_04\DSC_2908.NEF
厦门,103XM_04,DSC_2926.NEF,1,0,False,ok,0.9269,3.046,9.655,16.691,16.74,16.691,1.959,-1.373,1.885,34.0,17.0,253.0,253.0,0.307,1.135,28.236,48.945,1.5,e0f03a4470f3cccc,,K:\data\photo\厦门\103XM_04\DSC_2926.NEF
厦门,103XM_04,DSC_2934.NEF,1,0,False,ok,0.9839,3.005,7.009,10.383,11.378,10.383,1.294,-2.686,-0.377,24.0,15.0,253.0,250.0,0.01,0.054,17.788,21.595,1.5,26031b5fcfc79a36,,K:\data\photo\厦门\103XM_04\DSC_2934.NEF
厦门,103XM_04,DSC_2936.NEF,1,0,False,ok,0.9476,4.024,9.526,13.739,14.334,13.739,2.429,-1.682,2.733,23.0,14.0,253.0,250.0,0.011,0.041,38.949,45.645,1.5,808003032f26e6d2,,K:\data\photo\厦门\103XM_04\DSC_2936.NEF
厦门,103XM_04,DSC_2940.NEF,1,0,False,ok,0.9844,3.823,7.625,15.105,18.015,15.105,1.013,-2.542,-2.669,18.0,10.0,252.0,251.0,0.03,0.16,3.162,5.268,1.5,39292b1bb9af74c8,,K:\data\photo\厦门\103XM_04\DSC_2940.NEF
厦门,103XM_04,DSC_2944.NEF,8,-1,False,ok,0.9813,4.436,9.865,15.889,18.003,38.083,3.348,-2.544,1.416,22.0,13.0,252.0,246.0,0.018,0.059,28.591,29.892,1.5,1e4e0e1e1e461e0e,,K:\data\photo\厦门\103XM_04\DSC_2944.NEF
厦门,103XM_04,DSC_2955.NEF,8,-1,False,ok,0.9685,4.634,8.76,16.059,18.367,36.814,2.508,-3.355,1.981,28.0,7.0,252.0,253.0,0.036,2.194,17.392,32.98,1.5,86c6868797d7969e,,K:\data\photo\厦门\103XM_04\DSC_2955.NEF
厦门,103XM_04,DSC_2959.NEF,8,-1,False,ok,0.9525,4.466,6.959,16.011,18.864,26.044,-2.817,-3.315,1.006,14.0,6.0,242.0,237.0,0.162,1.072,0.394,6.163,1.5,d4caf2505478f070,,K:\data\photo\厦门\103XM_04\DSC_2959.NEF
厦门,103XM_04,DSC_2960.NEF,8,-1,False,ok,0.9603,5.382,7.638,15.438,18.473,26.428,-3.673,-3.688,1.368,10.0,5.0,235.0,229.0,0.767,1.698,0.191,3.826,1.5,e2f2f070707450f0,,K:\data\photo\厦门\103XM_04\DSC_2960.NEF
厦门,103XM_04,DSC_2971.NEF,1,0,False,ok,0.9672,8.927,10.958,13.251,14.295,13.251,-3.63,-3.864,7.182,51.0,27.0,190.0,205.0,0.0,0.322,0.001,0.168,1.5,c0c0c0e0c087a6a4,,K:\data\photo\厦门\103XM_04\DSC_2971.NEF
厦门,103XM_04,DSC_2974.NEF,8,-1,False,ok,0.9824,6.341,8.238,9.867,10.809,36.593,3.595,-2.807,4.405,27.0,18.0,253.0,238.0,0.021,0.014,18.225,0.916,1.5,706c66e3d2327351,,K:\data\photo\厦门\103XM_04\DSC_2974.NEF
厦门,103XM_04,DSC_2983.NEF,1,0,False,ok,0.973,5.59,7.111,7.938,8.436,7.938,1.373,-3.044,4.482,30.0,19.0,253.0,233.0,0.008,0.015,7.63,0.159,1.5,a4adad9797e8e87a,,K:\data\photo\厦门\103XM_04\DSC_2983.NEF
厦门,103XM_04,DSC_2985.NEF,8,-1,False,ok,0.9869,6.626,8.09,9.614,10.232,42.718,3.39,-3.146,4.745,24.0,13.0,253.0,241.0,0.01,0.123,21.307,3.938,1.5,94f24262b0b1d151,,K:\data\photo\厦门\103XM_04\DSC_2985.NEF
厦门,103XM_04,DSC_2988.NEF,8,-1,False,ok,0.9867,7.337,8.74,10.356,10.971,44.481,3.655,-3.594,5.249,24.0,16.0,253.0,240.0,0.062,0.051,24.282,3.576,1.5,d2e2733194d1a0b1,,K:\data\photo\厦门\103XM_04\DSC_2988.NEF
厦门,103XM_04,DSC_2991.NEF,8,-1,False,ok,0.9761,5.937,7.997,8.825,9.178,38.642,3.519,-2.777,3.893,28.0,18.0,253.0,229.0,0.199,0.012,7.192,0.003,1.5,c7c6d0e1d593c0dc,,K:\data\photo\厦门\103XM_04\DSC_2991.NEF
厦门,103XM_04,DSC_2994.NEF,8,-1,False,ok,0.9804,6.305,7.604,8.371,8.876,34.198,4.148,-2.492,4.041,27.0,13.0,253.0,232.0,0.002,0.002,10.785,0.031,1.5,30b890f0c073d6a0,,K:\data\photo\厦门\103XM_04\DSC_2994.NEF
厦门,103XM_04,DSC_2997.NEF,8,-1,False,ok,0.9827,5.376,6.76,7.216,7.454,28.165,0.076,-3.17,4.341,25.0,12.0,251.0,228.0,0.007,0.149,1.405,0.008,1.5,c84612b33592c6c0,,K:\data\photo\厦门\103XM_04\DSC_2997.NEF
厦门,103XM_04,DSC_2998.NEF,8,-1,False,ok,0.9849,5.44,6.81,7.215,7.416,30.084,0.798,-3.126,4.38,26.0,12.0,252.0,229.0,0.004,0.069,1.506,0.035,1.5,c84612113192ccc0,,K:\data\photo\厦门\103XM_04\DSC_2998.NEF
厦门,103XM_04,DSC_2999.NEF,8,-1,False,ok,0.9867,5.42,6.754,7.2,7.432,34.145,1.047,-3.067,4.344,25.0,12.0,248.0,227.0,0.004,0.105,1.268,0.014,1.5,984682139592c6c2,,K:\data\photo\厦门\103XM_04\DSC_2999.NEF
厦门,103XM_04,DSC_3000.NEF,8,-1,False,ok,0.9855,5.291,6.542,7.024,7.271,35.272,0.552,-3.023,4.308,26.0,12.0,245.0,225.0,0.003,0.091,1.126,0.013,1.5,9844c2939180c2c2,,K:\data\photo\厦门\103XM_04\DSC_3000.NEF
厦门,103XM_04,DSC_3007.NEF,8,-1,False,ok,0.9796,5.772,7.473,8.249,8.549,44.82,1.679,-2.969,4.656,29.0,14.0,252.0,232.0,0.001,0.066,9.916,1.079,1.5,c0c1c9c1c9a7a364,,K:\data\photo\厦门\103XM_04\DSC_3007.NEF
厦门,103XM_04,DSC_3009.NEF,8,-1,False,ok,0.9807,5.775,7.075,7.615,7.963,34.841,1.929,-2.843,4.642,35.0,16.0,253.0,236.0,0.0,0.005,4.835,0.469,1.5,884c44c6c6c41898,,K:\data\photo\厦门\103XM_04\DSC_3009.NEF
西安,raw,DSC_6015.NEF,1,0,False,ok,0.9859,10.743,11.906,14.593,16.198,14.593,-7.665,3.277,-6.777,11.0,13.0,172.0,182.0,0.378,0.167,0.005,0.0,1.5,6440f2d0b6e6f9e9,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6015.NEF
西安,raw,DSC_6017.NEF,1,0,False,ok,0.9854,8.401,9.819,13.407,14.992,13.407,-4.631,3.082,-6.295,9.0,9.0,172.0,181.0,1.064,1.202,0.004,0.0,1.5,d2e3706cfedcedf8,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6017.NEF
西安,raw,DSC_6029.NEF,1,0,False,ok,0.9753,3.418,6.182,8.885,9.426,8.885,-2.81,-1.945,-0.039,14.0,17.0,252.0,220.0,0.018,0.016,1.742,0.257,1.5,a16062626615d5f4,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6029.NEF
西安,raw,DSC_6040.NEF,1,0,False,ok,0.9778,2.521,6.935,14.17,17.8,14.17,0.375,-2.402,-0.667,22.0,28.0,253.0,255.0,0.001,0.001,14.76,8.406,1.5,ad1588cbab9d1f1f,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6040.NEF
西安,raw,DSC_6048.NEF,8,-1,False,ok,0.9797,2.475,6.022,12.849,16.013,38.187,0.28,-2.431,-0.375,24.0,30.0,253.0,255.0,0.01,0.001,11.993,9.574,1.5,9a983c46c6cecbc9,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6048.NEF
西安,raw,DSC_6050.NEF,8,-1,False,ok,0.9796,2.37,5.908,12.59,15.582,35.044,-0.059,-2.299,-0.572,26.0,37.0,253.0,255.0,0.01,0.0,17.269,15.585,1.5,8a911c0e46c6cbce,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6050.NEF
西安,raw,DSC_6058.NEF,8,-1,False,ok,0.9794,3.04,6.524,12.21,14.845,33.71,-0.994,-2.859,0.278,21.0,28.0,253.0,255.0,0.0,0.0,10.991,6.164,1.5,e5c89d9f95e3e7f3,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6058.NEF
西安,raw,DSC_6060.NEF,8,-1,False,ok,0.9771,3.153,6.7,12.527,15.326,33.731,-0.949,-2.992,0.296,21.0,28.0,253.0,255.0,0.0,0.001,10.893,5.571,1.5,b5cc9d9f95a3e7f3,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6060.NEF
西安,raw,DSC_6063.NEF,8,-1,False,ok,0.9799,3.118,7.36,11.132,13.325,31.419,-2.041,-2.243,0.729,20.0,25.0,253.0,238.0,0.008,0.0,11.888,0.21,1.5,686c5c30944e44c4,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6063.NEF
西安,raw,DSC_6073.NEF,8,-1,False,ok,0.9661,6.409,8.536,14.093,17.285,30.919,-5.043,-3.895,-0.691,10.0,13.0,238.0,215.0,0.254,0.061,0.392,0.074,1.5,5b5e49292f97b2b4,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6073.NEF
西安,raw,DSC_6077.NEF,8,-1,False,ok,0.9468,4.21,9.636,19.272,22.834,39.334,0.503,-4.139,0.581,19.0,23.0,253.0,255.0,0.005,0.01,19.61,3.005,1.5,8b9ba58b8e9796e1,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6077.NEF
西安,raw,DSC_6079.NEF,8,-1,False,ok,0.957,4.13,8.609,18.795,23.227,39.483,-3.17,-1.576,-2.126,16.0,18.0,253.0,253.0,0.042,0.054,4.734,1.487,1.5,cccc8c8ea64e4961,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6079.NEF
西安,raw,DSC_6086.NEF,8,-1,False,ok,0.9644,2.248,9.331,17.776,21.056,36.833,1.206,-1.295,1.386,23.0,32.0,253.0,255.0,0.0,0.0,22.719,3.807,1.5,8c8d1351316056c5,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6086.NEF
西安,raw,DSC_6092.NEF,8,-1,False,ok,0.9647,4.799,8.12,14.415,17.626,30.648,-3.185,-3.536,-0.621,18.0,22.0,253.0,251.0,0.018,0.009,5.322,1.616,1.5,a9707959c9c80986,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6092.NEF
西安,raw,DSC_6099.NEF,1,0,False,ok,0.9674,7.51,9.843,14.071,16.954,14.071,-6.252,-3.878,1.507,20.0,28.0,222.0,204.0,0.411,0.084,0.061,0.008,1.5,936593a292928121,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6099.NEF
西安,raw,DSC_6104.NEF,6,1,False,ok,0.9723,5.651,8.851,15.767,18.746,32.286,3.844,-3.936,1.289,36.0,42.0,253.0,255.0,0.0,0.002,29.456,8.367,1.5,0ca1213133bd8d8c,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6104.NEF
西安,raw,DSC_6106.NEF,6,1,False,ok,0.976,3.722,8.222,13.036,15.81,30.33,-2.043,-3.106,0.176,16.0,18.0,243.0,210.0,0.082,0.023,7.386,0.154,1.5,62e4e679d9d9f1e1,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6106.NEF
西安,raw,DSC_6114.NEF,6,1,False,ok,0.9836,2.595,7.606,13.892,17.262,32.682,-0.38,-2.546,-0.329,27.0,33.0,253.0,252.0,0.0,0.001,14.267,7.606,1.5,594dc5531a3a3b7a,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6114.NEF
西安,raw,DSC_6115.NEF,6,1,False,ok,0.9874,2.942,7.315,12.496,14.949,36.192,0.767,-2.837,-0.118,25.0,33.0,253.0,255.0,0.0,0.001,17.452,6.979,1.5,7b1b134af6771776,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6115.NEF
西安,raw,DSC_6118.NEF,6,1,False,ok,0.953,4.483,7.187,12.455,13.105,37.562,-1.816,-4.093,0.232,22.0,26.0,253.0,255.0,0.01,0.009,7.887,5.017,1.5,1100bc54742c2cb4,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6118.NEF
西安,raw,DSC_6127.NEF,6,1,False,ok,0.9719,2.791,6.217,9.773,10.45,31.974,-0.174,-2.766,0.333,33.0,37.0,253.0,255.0,0.0,0.0,9.929,5.515,1.5,e45438398d91caab,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6127.NEF
西安,raw,DSC_6130.NEF,1,0,False,ok,0.9637,8.532,10.394,12.958,14.664,12.958,-7.215,-4.54,-0.344,35.0,43.0,178.0,191.0,0.013,0.004,0.0,0.0,1.5,0bdb93a181203a14,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6130.NEF
西安,raw,DSC_6131.NEF,1,0,False,ok,0.9766,7.373,8.942,11.937,13.918,11.937,-6.404,-3.646,-0.216,12.0,16.0,189.0,190.0,0.905,0.118,0.003,0.0,1.5,dc8ed23170723878,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6131.NEF
西安,raw,DSC_6132.NEF,8,-1,False,ok,0.9856,7.312,8.887,11.468,13.311,32.526,-6.591,-3.166,0.028,10.0,11.0,161.0,176.0,0.228,0.5,0.002,0.0,1.5,9ee6edf7befce4ec,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6132.NEF
西安,raw,DSC_6137.NEF,8,-1,False,ok,0.9772,5.26,7.187,11.619,13.761,31.155,-4.816,-1.8,1.11,16.0,21.0,252.0,229.0,0.206,0.008,1.382,0.114,1.5,c4c2e6a4b584cd8d,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6137.NEF
西安,raw,DSC_6139.NEF,1,0,False,ok,0.9654,3.847,6.213,11.106,12.691,11.106,-3.156,-1.533,-1.578,12.0,13.0,252.0,216.0,0.194,0.103,1.097,0.0,1.5,f0f8fd94160f1724,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6139.NEF
西安,raw,DSC_6140.NEF,1,0,False,ok,0.9669,4.639,6.6,10.941,12.541,10.941,-4.085,-1.481,-1.624,15.0,16.0,247.0,212.0,0.18,0.131,0.474,0.0,1.5,c8f8fcd4961f0731,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6140.NEF
西安,raw,DSC_6149.NEF,6,1,False,ok,0.9832,1.408,7.692,13.604,15.791,40.487,1.389,-0.15,0.174,37.0,45.0,253.0,247.0,0.0,0.001,13.783,0.88,1.5,d6dedcfcce6e9ed7,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6149.NEF
西安,raw,DSC_6152.NEF,6,1,False,ok,0.9639,3.321,5.812,9.503,10.087,30.049,-2.716,-1.721,0.832,12.0,15.0,253.0,228.0,0.247,0.078,2.375,0.49,1.5,d8d8d8d494d28284,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6152.NEF
西安,raw,DSC_6155.NEF,6,1,False,ok,0.9767,5.42,7.019,11.516,13.765,23.934,-4.808,-2.449,-0.516,8.0,10.0,219.0,193.0,0.921,0.473,0.063,0.044,1.5,ccc2f2f2b185a1c8,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6155.NEF
西安,raw,DSC_6163.NEF,6,1,False,ok,0.9817,4.976,6.51,10.655,12.802,25.372,-4.498,-2.088,-0.406,7.0,10.0,194.0,184.0,1.145,0.652,0.003,0.026,1.5,aecec9fbf3c2c4c4,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6163.NEF
西安,raw,DSC_6167.NEF,6,1,False,ok,0.9731,2.75,6.685,14.05,16.477,33.951,-2.355,-1.368,-0.377,16.0,23.0,253.0,232.0,0.049,0.003,3.319,0.392,1.5,66ce766b3b636160,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6167.NEF
西安,raw,DSC_6172.NEF,8,-1,False,ok,0.9763,4.832,6.871,12.933,15.265,28.213,-4.391,-1.634,-1.18,11.0,12.0,236.0,212.0,0.505,0.243,0.235,0.105,1.5,327263438114b8bb,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6172.NEF
西安,raw,DSC_6181.NEF,8,-1,False,ok,0.9722,3.337,6.123,9.586,10.145,40.585,-1.84,-2.741,-0.487,17.0,19.0,253.0,255.0,0.035,0.031,8.216,6.925,1.5,d0657773d3efe7f7,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6181.NEF
西安,raw,DSC_6187.NEF,8,-1,False,ok,0.9724,3.257,5.912,9.435,9.983,41.053,-1.716,-2.737,-0.412,18.0,19.0,253.0,255.0,0.029,0.033,8.179,7.052,1.5,d8677773d3efe7e5,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6187.NEF
西安,raw,DSC_6189.NEF,8,-1,False,ok,0.9723,3.159,5.732,9.219,9.864,40.548,-1.576,-2.73,-0.209,16.0,19.0,253.0,255.0,0.054,0.037,7.73,6.876,1.5,dce7f7f3a3efe7e7,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6189.NEF
西安,raw,DSC_6196.NEF,8,-1,False,ok,0.9592,7.525,10.184,18.489,22.455,33.392,-6.172,-0.058,-4.305,12.0,15.0,243.0,222.0,0.321,0.257,0.338,0.527,1.5,4e4a462e1e16565a,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6196.NEF
西安,raw,DSC_6197.NEF,8,-1,False,ok,0.9574,7.002,9.848,18.398,22.398,33.584,-5.634,-0.131,-4.156,13.0,16.0,244.0,223.0,0.275,0.228,0.378,0.565,1.5,4e4a462e1e16565a,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6197.NEF
西安,raw,DSC_6200.NEF,1,0,False,ok,0.9525,7.627,11.728,16.702,19.885,16.702,-7.057,-1.615,-2.401,15.0,15.0,245.0,221.0,0.111,0.002,0.45,1.892,1.5,64f0c1c8c8f26604,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6200.NEF
西安,raw,DSC_6216.NEF,8,-1,False,ok,0.9672,6.394,11.327,15.222,16.407,36.838,-4.716,-0.604,-4.276,23.0,28.0,251.0,222.0,0.004,0.004,0.994,0.058,1.5,c7c3cb8bc0808084,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6216.NEF
西安,raw,DSC_6226.NEF,1,0,False,ok,0.9798,8.41,10.135,14.969,17.04,14.969,-6.662,-4.539,-2.398,27.0,42.0,253.0,250.0,0.002,0.0,2.978,1.428,1.5,c6424e5565f5f1e1,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6226.NEF
