session,group,name,orient,rot_k,orient_fallback,align,cc,A,B,C_raw,C_al,C_bug,dL,da,db,our_p05,cam_p05,our_p995,cam_p995,our_clip_lo,cam_clip_lo,our_clip_hi,cam_clip_hi,ar,dhash,err,path
厦门,101XM_02,DSC_2255.NEF,1,0,False,ok,0.9797,7.036,8.858,9.5,9.641,9.5,-4.385,-3.992,3.787,17.0,8.0,193.0,209.0,0.018,0.232,0.004,0.247,1.5,fedfda9f1cd99c9e,,K:\data\photo\厦门\101XM_02\DSC_2255.NEF
厦门,101XM_02,DSC_2259.NEF,1,0,False,ok,0.9823,6.648,8.429,9.163,9.329,9.163,-4.037,-3.756,3.713,15.0,7.0,194.0,208.0,0.024,0.325,0.003,0.159,1.5,feeecccf8fcdccac,,K:\data\photo\厦门\101XM_02\DSC_2259.NEF
厦门,101XM_02,DSC_2261.NEF,1,0,False,ok,0.9822,6.848,8.635,9.532,9.785,9.532,-4.282,-3.856,3.7,15.0,7.0,194.0,211.0,0.028,0.365,0.052,0.208,1.5,fefee4e606e6a786,,K:\data\photo\厦门\101XM_02\DSC_2261.NEF
厦门,101XM_02,DSC_2262.NEF,1,0,False,ok,0.9794,6.909,8.555,9.326,9.497,9.326,-4.303,-3.809,3.835,16.0,8.0,195.0,208.0,0.018,0.272,0.007,0.199,1.5,feffeecf0fecae8d,,K:\data\photo\厦门\101XM_02\DSC_2262.NEF
厦门,101XM_02,DSC_2281.NEF,1,0,False,ok,0.9614,5.903,9.339,14.889,18.331,14.889,-2.835,-4.288,2.901,15.0,8.0,238.0,229.0,0.141,0.326,0.029,0.669,1.5,e2e2b676662daecd,,K:\data\photo\厦门\101XM_02\DSC_2281.NEF
厦门,101XM_02,DSC_2283.NEF,1,0,False,ok,0.9606,6.108,9.373,14.591,17.759,14.591,-2.53,-4.525,3.229,17.0,10.0,245.0,231.0,0.072,0.099,0.234,0.659,1.5,e0f6b63464acaccc,,K:\data\photo\厦门\101XM_02\DSC_2283.NEF
厦门,101XM_02,DSC_2288.NEF,8,-1,False,ok,0.9838,6.667,9.517,14.208,16.749,39.883,-0.306,-5.124,4.254,13.0,6.0,247.0,238.0,0.736,1.26,0.356,10.516,1.5,8cdcec8cce66ec8e,,K:\data\photo\厦门\101XM_02\DSC_2288.NEF
厦门,101XM_02,DSC_2300.NEF,8,-1,False,ok,0.9682,8.421,11.885,15.759,18.45,37.656,-2.447,-6.082,5.287,14.0,7.0,243.0,230.0,0.253,0.678,2.075,3.396,1.5,da5a16327e0eccfc,,K:\data\photo\厦门\101XM_02\DSC_2300.NEF
厦门,101XM_02,DSC_2303.NEF,8,-1,False,ok,0.9739,6.97,9.831,13.892,16.379,31.969,-2.567,-5.335,3.678,13.0,6.0,244.0,235.0,0.294,0.702,1.542,2.71,1.5,55cdcf9bdfd6e6b6,,K:\data\photo\厦门\101XM_02\DSC_2303.NEF
厦门,101XM_02,DSC_2308.NEF,8,-1,False,ok,0.9733,6.985,10.062,14.241,17.156,32.961,-2.448,-5.429,3.651,14.0,7.0,243.0,231.0,0.26,0.433,1.975,3.288,1.5,cddd97b7b7a6ae2e,,K:\data\photo\厦门\101XM_02\DSC_2308.NEF
厦门,101XM_02,DSC_2313.NEF,8,-1,False,ok,0.9723,7.481,10.221,14.283,16.879,35.125,-2.557,-5.716,4.094,14.0,7.0,243.0,232.0,0.211,0.437,1.767,3.102,1.5,9d95b3b7f7e6d6d6,,K:\data\photo\厦门\101XM_02\DSC_2313.NEF
厦门,101XM_02,DSC_2321.NEF,6,1,False,ok,0.9436,7.131,10.053,13.691,15.713,25.767,-5.079,-4.954,0.714,21.0,9.0,242.0,246.0,0.0,0.12,0.374,1.004,1.5,70f038182a2d6152,,K:\data\photo\厦门\101XM_02\DSC_2321.NEF
厦门,101XM_02,DSC_2323.NEF,6,1,False,ok,0.975,5.06,9.116,12.116,14.941,25.268,-1.454,-4.71,1.144,16.0,8.0,210.0,213.0,0.148,0.255,0.075,0.948,1.5,f48e338b279accc4,,K:\data\photo\厦门\101XM_02\DSC_2323.NEF
厦门,101XM_02,DSC_2324.NEF,6,1,False,ok,0.9783,5.157,8.621,11.387,13.304,31.003,-1.439,-4.611,1.805,14.0,7.0,213.0,214.0,0.109,0.342,0.096,1.0,1.5,bcb8b1c3946015c4,,K:\data\photo\厦门\101XM_02\DSC_2324.NEF
厦门,101XM_02,DSC_2329.NEF,1,0,False,ok,0.9669,5.684,9.554,13.263,16.512,13.263,-3.191,-4.401,1.66,13.0,7.0,241.0,219.0,0.132,0.496,3.876,5.095,1.5,fcb0b828381838ac,,K:\data\photo\厦门\101XM_02\DSC_2329.NEF
厦门,101XM_02,DSC_2330.NEF,1,0,False,ok,0.9733,6.353,10.151,13.928,16.758,13.928,-2.727,-5.36,2.048,11.0,6.0,240.0,221.0,0.33,0.614,3.1,5.127,1.5,e0fc7b4968787018,,K:\data\photo\厦门\101XM_02\DSC_2330.NEF
厦门,101XM_02,DSC_2349.NEF,1,0,False,ok,0.966,4.592,8.871,15.421,17.406,15.421,-2.476,-3.846,0.403,15.0,8.0,210.0,224.0,0.103,0.75,0.028,0.213,1.5,b8b8bc54d5958dcc,,K:\data\photo\厦门\101XM_02\DSC_2349.NEF
厦门,101XM_02,DSC_2367.NEF,6,1,False,ok,0.9885,6.295,8.329,11.314,12.662,33.091,-3.951,-3.985,2.851,12.0,6.0,206.0,221.0,0.337,1.453,0.295,0.855,1.5,c783838b979f8b13,,K:\data\photo\厦门\101XM_02\DSC_2367.NEF
厦门,101XM_02,DSC_2368.NEF,1,0,False,ok,0.9609,7.675,9.183,10.485,11.084,10.485,-3.997,-3.55,5.507,32.0,14.0,210.0,213.0,0.001,0.083,0.0,0.179,1.5,fefefefe8460e8d4,,K:\data\photo\厦门\101XM_02\DSC_2368.NEF
厦门,101XM_02,DSC_2375.NEF,8,-1,False,ok,0.9586,9.088,10.704,12.989,13.375,33.66,-2.577,-5.13,7.045,18.0,8.0,247.0,251.0,0.052,0.651,0.425,11.224,1.5,b090b2b27129d1c3,,K:\data\photo\厦门\101XM_02\DSC_2375.NEF
厦门,101XM_02,DSC_2384.NEF,8,-1,False,ok,0.9616,9.804,11.582,13.918,14.296,38.755,-2.891,-5.587,7.52,14.0,6.0,237.0,241.0,0.355,1.336,0.189,11.585,1.5,d0d0301e59bf51c2,,K:\data\photo\厦门\101XM_02\DSC_2384.NEF
厦门,101XM_02,DSC_2388.NEF,8,-1,False,ok,0.9589,9.456,11.15,13.438,13.825,38.62,-2.796,-5.304,7.312,14.0,6.0,237.0,241.0,0.392,1.332,0.199,6.532,1.5,b0f030365b3e53c6,,K:\data\photo\厦门\101XM_02\DSC_2388.NEF
厦门,101XM_02,DSC_2417.NEF,8,-1,False,ok,0.9899,10.281,11.59,13.28,14.087,31.584,-2.881,-5.406,8.257,11.0,5.0,235.0,237.0,0.491,0.806,0.09,1.095,1.5,e07243b89dbbe0e0,,K:\data\photo\厦门\101XM_02\DSC_2417.NEF
厦门,101XM_02,DSC_2421.NEF,8,-1,False,ok,0.9894,11.053,12.289,13.954,14.755,30.94,-4.474,-5.374,8.56,10.0,6.0,230.0,237.0,0.514,0.76,0.061,1.066,1.5,b0b163b85caae0a1,,K:\data\photo\厦门\101XM_02\DSC_2421.NEF
厦门,101XM_02,DSC_2422.NEF,8,-1,False,ok,0.9888,10.784,11.966,13.333,13.882,31.816,-3.08,-5.602,8.684,11.0,6.0,233.0,236.0,0.452,0.787,0.064,0.985,1.5,20e262b899abe0e1,,K:\data\photo\厦门\101XM_02\DSC_2422.NEF
厦门,101XM_02,DSC_2424.NEF,8,-1,False,ok,0.9886,10.205,11.46,12.873,13.418,31.477,-3.115,-5.358,8.108,11.0,6.0,234.0,237.0,0.213,0.81,0.071,1.059,1.5,30b063b8182ff0a0,,K:\data\photo\厦门\101XM_02\DSC_2424.NEF
厦门,101XM_02,DSC_2428.NEF,8,-1,False,ok,0.9765,8.195,9.959,12.585,13.244,33.15,-3.304,-5.223,5.382,16.0,9.0,224.0,232.0,0.114,0.538,0.04,0.474,1.5,98b1717060d0d890,,K:\data\photo\厦门\101XM_02\DSC_2428.NEF
厦门,101XM_02,DSC_2434.NEF,8,-1,False,ok,0.9587,9.877,11.413,14.653,15.433,35.128,-4.476,-5.537,6.845,10.0,6.0,216.0,233.0,0.516,0.937,0.034,0.62,1.5,d090b2f2f1e1d0d1,,K:\data\photo\厦门\101XM_02\DSC_2434.NEF
厦门,101XM_02,DSC_2435.NEF,8,-1,False,ok,0.9598,8.299,9.877,13.536,14.309,35.236,-2.415,-5.251,5.957,5.0,2.0,226.0,234.0,0.868,1.556,0.066,0.691,1.5,9890f3f0f0f1d8d0,,K:\data\photo\厦门\101XM_02\DSC_2435.NEF
厦门,101XM_02,DSC_2439.NEF,8,-1,False,ok,0.9619,8.152,9.694,13.56,14.42,36.245,-1.677,-5.187,6.06,4.0,3.0,229.0,236.0,1.21,1.84,0.081,0.653,1.5,90d0d2b230f1d0d0,,K:\data\photo\厦门\101XM_02\DSC_2439.NEF
厦门,101XM_02,DSC_2443.NEF,8,-1,False,ok,0.9594,8.282,9.876,13.752,14.623,35.929,-2.266,-5.193,6.04,4.0,2.0,224.0,235.0,1.222,2.069,0.07,0.553,1.5,9090d2b238f1d0d0,,K:\data\photo\厦门\101XM_02\DSC_2443.NEF
厦门,101XM_02,DSC_2446.NEF,8,-1,False,ok,0.957,9.776,11.21,14.729,15.593,36.639,-2.845,-5.85,7.298,4.0,3.0,228.0,236.0,0.82,1.102,0.113,0.567,1.5,b0b0b2e2a1e3f0a1,,K:\data\photo\厦门\101XM_02\DSC_2446.NEF
厦门,101XM_02,DSC_2448.NEF,8,-1,False,ok,0.9548,8.655,10.299,14.404,15.277,37.821,-2.027,-5.363,6.484,4.0,2.0,232.0,238.0,1.615,2.204,0.188,0.741,1.5,d0d0e2f2f1e3d0d1,,K:\data\photo\厦门\101XM_02\DSC_2448.NEF
厦门,101XM_02,DSC_2450.NEF,8,-1,False,ok,0.9618,8.77,10.306,14.277,15.151,37.478,-3.705,-4.8,6.337,4.0,3.0,221.0,238.0,1.627,2.273,0.075,0.634,1.5,90d0d0e2b0a1f0d0,,K:\data\photo\厦门\101XM_02\DSC_2450.NEF
厦门,101XM_02,DSC_2455.NEF,8,-1,False,ok,0.9597,10.355,12.144,15.355,16.232,35.357,-4.455,-5.434,7.607,7.0,5.0,212.0,227.0,0.507,1.109,0.023,0.548,1.5,b0b0e672e7e3b0a3,,K:\data\photo\厦门\101XM_02\DSC_2455.NEF
厦门,101XM_02,DSC_2460.NEF,8,-1,False,ok,0.9592,7.691,9.463,13.699,14.507,37.661,-0.784,-4.758,5.992,3.0,2.0,222.0,229.0,1.657,3.54,0.029,0.61,1.5,b8d8e2bae9e3f0d1,,K:\data\photo\厦门\101XM_02\DSC_2460.NEF
厦门,101XM_02,DSC_2466.NEF,8,-1,False,ok,0.9858,4.57,6.615,7.796,8.366,40.583,-2.291,-3.936,0.385,3.0,2.0,244.0,238.0,3.163,6.13,0.397,1.605,1.5,787878f878f8f8f8,,K:\data\photo\厦门\101XM_02\DSC_2466.NEF
厦门,101XM_02,DSC_2467.NEF,8,-1,False,ok,0.9886,8.915,10.74,12.52,13.18,29.462,-0.478,-5.157,7.256,10.0,4.0,168.0,204.0,0.353,1.309,0.004,0.153,1.5,c080a48480838fb0,,K:\data\photo\厦门\101XM_02\DSC_2467.NEF
厦门,101XM_02,DSC_2469.NEF,8,-1,False,ok,0.9681,3.424,9.906,13.569,13.812,58.529,0.453,1.965,-2.767,14.0,9.0,253.0,252.0,0.544,15.434,23.389,30.966,1.5,e0d8faf367ebefde,,K:\data\photo\厦门\101XM_02\DSC_2469.NEF
厦门,101XM_02,DSC_2473.NEF,1,0,False,ok,0.9841,9.663,11.426,14.401,14.866,14.401,1.387,-7.808,-5.522,17.0,8.0,248.0,224.0,0.019,0.696,10.119,23.002,1.5,e0e0e0e0e0e8accc,,K:\data\photo\厦门\101XM_02\DSC_2473.NEF
厦门,101XM_02,DSC_2478.NEF,1,0,False,ok,0.9846,8.683,10.577,13.88,14.369,13.88,1.268,-7.539,-4.117,15.0,8.0,247.0,226.0,0.051,0.454,9.052,19.995,1.5,e0e0e0e0e0ac8cce,,K:\data\photo\厦门\101XM_02\DSC_2478.NEF
厦门,101XM_02,DSC_2486.NEF,8,-1,False,ok,0.9935,2.272,5.623,8.871,10.158,33.308,1.708,-1.01,1.106,4.0,2.0,164.0,190.0,2.12,8.325,0.016,0.125,1.5,fcecf8fcfc796253,,K:\data\photo\厦门\101XM_02\DSC_2486.NEF
厦门,101XM_02,DSC_2494.NEF,8,-1,False,ok,0.9344,5.117,7.491,14.035,14.717,21.548,5.107,0.253,-0.195,5.0,4.0,226.0,252.0,3.225,17.195,0.828,3.839,1.5,8090b8b4a6ac8c48,,K:\data\photo\厦门\101XM_02\DSC_2494.NEF
厦门,101XM_02,DSC_2496.NEF,1,0,False,ok,0.8839,5.249,8.19,20.247,21.595,20.247,2.826,-4.365,0.716,6.0,4.0,225.0,248.0,21.649,74.69,1.476,6.016,1.5,b560e0bab2d2d298,,K:\data\photo\厦门\101XM_02\DSC_2496.NEF
厦门,102XM_03,DSC_2500.NEF,8,-1,False,ok,0.9733,9.847,13.584,23.566,24.93,59.842,7.932,-4.303,3.941,21.0,8.0,242.0,225.0,0.004,2.246,38.365,43.285,1.5,787c5cbc3cfc5cd8,,K:\data\photo\厦门\102XM_03\DSC_2500.NEF
厦门,102XM_03,DSC_2502.NEF,1,0,False,ok,0.9477,7.344,8.795,17.207,18.516,17.207,4.981,-4.095,3.514,33.0,10.0,245.0,233.0,0.001,0.74,18.398,29.91,1.5,8c9c9cdc706a4c49,,K:\data\photo\厦门\102XM_03\DSC_2502.NEF
厦门,102XM_03,DSC_2503.NEF,1,0,False,ok,0.941,7.73,9.17,17.604,18.635,17.604,4.882,-4.316,4.16,33.0,8.0,243.0,235.0,0.0,1.09,19.787,32.193,1.5,44dc9cdc3aaa6448,,K:\data\photo\厦门\102XM_03\DSC_2503.NEF
厦门,102XM_03,DSC_2505.NEF,1,0,False,ok,0.928,3.197,5.255,13.201,13.625,13.201,2.518,-1.645,1.083,14.0,4.0,233.0,249.0,0.313,2.298,0.131,0.774,1.5,65d163eba9a92564,,K:\data\photo\厦门\102XM_03\DSC_2505.NEF
厦门,102XM_03,DSC_2511.NEF,1,0,False,ok,0.9484,7.806,8.607,14.886,16.459,14.886,7.791,-0.06,-0.478,13.0,5.0,190.0,194.0,0.19,9.435,0.039,0.034,1.5,58547c6ceee0e6e5,,K:\data\photo\厦门\102XM_03\DSC_2511.NEF
厦门,102XM_03,DSC_2522.NEF,6,1,False,ok,0.9782,5.788,6.613,14.679,16.725,25.735,5.565,-1.245,0.993,16.0,5.0,210.0,216.0,0.061,2.074,0.004,0.051,1.5,2c35b5ba9a88496a,,K:\data\photo\厦门\102XM_03\DSC_2522.NEF
厦门,102XM_03,DSC_2526.NEF,1,0,False,ok,0.9856,9.137,10.632,18.456,22.022,18.456,-0.84,6.319,-6.546,11.0,5.0,176.0,198.0,0.49,25.706,0.003,0.176,1.5,86c0d0c0c6ba2a6e,,K:\data\photo\厦门\102XM_03\DSC_2526.NEF
厦门,102XM_03,DSC_2530.NEF,1,0,False,ok,0.9574,6.356,11.407,25.524,30.862,25.524,0.123,-6.093,1.805,18.0,7.0,253.0,255.0,0.582,16.0,8.745,15.932,1.5,eccc84916a62d786,,K:\data\photo\厦门\102XM_03\DSC_2530.NEF
厦门,102XM_03,DSC_2534.NEF,8,-1,False,ok,0.9443,5.614,10.49,29.548,34.288,45.772,-0.998,2.432,-4.961,30.0,18.0,253.0,255.0,0.002,6.579,7.74,18.102,1.5,ddbadab0f0d8d8d0,,K:\data\photo\厦门\102XM_03\DSC_2534.NEF
厦门,102XM_03,DSC_2535.NEF,8,-1,False,ok,0.9458,6.005,10.804,29.895,34.593,43.423,-0.752,2.662,-5.33,32.0,18.0,253.0,255.0,0.0,7.21,8.519,18.934,1.5,595a30f0f0b0b9b0,,K:\data\photo\厦门\102XM_03\DSC_2535.NEF
厦门,102XM_03,DSC_2547.NEF,1,0,False,ok,0.9638,5.69,9.185,22.746,25.798,22.746,-1.465,1.804,-5.194,42.0,23.0,252.0,254.0,0.002,2.25,4.44,10.474,1.5,2ce4d614b1a36ecf,,K:\data\photo\厦门\102XM_03\DSC_2547.NEF
厦门,102XM_03,DSC_2566.NEF,1,0,False,ok,0.9537,5.554,9.548,21.27,24.63,21.27,-2.831,0.696,-4.727,42.0,28.0,253.0,254.0,0.021,0.945,4.928,7.179,1.5,c8f28898e9f07247,,K:\data\photo\厦门\102XM_03\DSC_2566.NEF
厦门,102XM_03,DSC_2568.NEF,1,0,False,ok,0.9532,5.234,9.434,21.297,24.521,21.297,-2.458,0.605,-4.582,40.0,26.0,253.0,254.0,0.018,1.227,4.275,6.838,1.5,eaf489c8f970724f,,K:\data\photo\厦门\102XM_03\DSC_2568.NEF
厦门,102XM_03,DSC_2570.NEF,1,0,False,ok,0.9615,6.072,10.277,19.993,24.59,19.993,-4.456,0.216,-4.12,33.0,27.0,253.0,253.0,0.001,0.62,7.416,7.038,1.5,7434b2e0f0f2e3f3,,K:\data\photo\厦门\102XM_03\DSC_2570.NEF
厦门,102XM_03,DSC_2576.NEF,1,0,False,ok,0.95,3.274,4.901,10.263,10.859,10.263,0.796,-0.193,-3.17,48.0,35.0,253.0,255.0,0.013,0.027,47.284,56.436,1.5,8f94f97ec4e1e180,,K:\data\photo\厦门\102XM_03\DSC_2576.NEF
厦门,102XM_03,DSC_2577.NEF,1,0,False,ok,0.9859,3.354,6.275,13.513,15.672,13.513,1.569,-2.364,-1.788,19.0,10.0,252.0,254.0,0.016,0.07,1.572,4.826,1.5,61d558cce2627bb8,,K:\data\photo\厦门\102XM_03\DSC_2577.NEF
厦门,102XM_03,DSC_2579.NEF,8,-1,False,ok,0.9677,6.109,8.088,12.589,14.519,24.783,-4.026,-1.606,-4.305,17.0,8.0,252.0,249.0,0.058,0.883,0.782,1.256,1.5,acecec34366e6ee8,,K:\data\photo\厦门\102XM_03\DSC_2579.NEF
厦门,102XM_03,DSC_2587.NEF,1,0,False,ok,0.9909,3.894,6.582,10.23,12.25,10.23,1.785,-3.259,-1.165,9.0,5.0,251.0,246.0,3.39,6.555,0.66,0.77,1.5,b675f2e6e2ea9c98,,K:\data\photo\厦门\102XM_03\DSC_2587.NEF
厦门,102XM_03,DSC_2597.NEF,8,-1,False,ok,0.9816,3.922,7.952,13.325,15.099,38.377,-0.439,-1.529,-3.585,15.0,9.0,239.0,245.0,0.088,0.098,0.418,0.724,1.5,ccc6c6c6c1a6a3b2,,K:\data\photo\厦门\102XM_03\DSC_2597.NEF
厦门,102XM_03,DSC_2609.NEF,8,-1,False,ok,0.96,5.57,8.35,15.849,19.507,28.03,-2.72,-4.655,1.398,15.0,8.0,253.0,255.0,0.053,0.233,2.179,3.067,1.5,343264ca94b8b2a6,,K:\data\photo\厦门\102XM_03\DSC_2609.NEF
厦门,102XM_03,DSC_2620.NEF,8,-1,False,ok,0.8757,6.392,6.982,12.783,14.239,15.65,-4.887,-4.034,0.842,75.0,69.0,241.0,237.0,0.0,0.001,0.231,0.168,1.5,c2e3d1484422d1f0,,K:\data\photo\厦门\102XM_03\DSC_2620.NEF
厦门,102XM_03,DSC_2628.NEF,1,0,False,ok,0.9496,8.791,9.558,16.011,16.82,16.011,-3.301,-5.505,6.006,65.0,49.0,232.0,244.0,0.0,0.0,0.025,0.645,1.5,c093393170ece0e8,,K:\data\photo\厦门\102XM_03\DSC_2628.NEF
厦门,102XM_03,DSC_2630.NEF,8,-1,False,ok,0.9795,2.557,5.787,6.845,7.583,26.714,1.054,-2.111,0.987,43.0,88.0,253.0,247.0,0.0,0.0,47.331,0.68,1.5,ff7e7e7e7e7e7c7c,,K:\data\photo\厦门\102XM_03\DSC_2630.NEF
厦门,102XM_03,DSC_2633.NEF,8,-1,False,ok,0.994,6.436,7.155,8.322,9.07,28.381,-3.755,-3.039,4.253,14.0,7.0,172.0,189.0,0.018,0.228,0.0,0.0,1.5,9c9cac9c9c9c9cfc,,K:\data\photo\厦门\102XM_03\DSC_2633.NEF
厦门,102XM_03,DSC_2641.NEF,1,0,False,ok,0.974,4.5,6.767,9.53,10.734,9.53,-0.938,-1.923,3.959,22.0,11.0,234.0,222.0,0.001,0.047,0.048,0.015,1.5,c088888c9633649c,,K:\data\photo\厦门\102XM_03\DSC_2641.NEF
厦门,102XM_03,DSC_2642.NEF,1,0,False,ok,0.9684,6.806,8.242,8.942,9.275,8.942,-3.44,-2.636,5.248,108.0,120.0,237.0,246.0,0.0,0.0,0.066,8.646,1.5,c090e02988c84040,,K:\data\photo\厦门\102XM_03\DSC_2642.NEF
厦门,102XM_03,DSC_2654.NEF,8,-1,False,ok,0.9333,6.509,8.634,10.466,11.205,31.118,-1.066,-2.297,5.996,35.0,22.0,253.0,238.0,0.0,0.026,8.042,35.867,1.5,7879777bbe8ebe3c,,K:\data\photo\厦门\102XM_03\DSC_2654.NEF
厦门,102XM_03,DSC_2660.NEF,1,0,False,ok,0.9137,7.5,8.708,10.492,10.975,10.492,-3.876,-2.589,5.876,33.0,17.0,228.0,226.0,0.0,0.074,0.028,2.22,1.5,ca8cca86a68bdafa,,K:\data\photo\厦门\102XM_03\DSC_2660.NEF
厦门,102XM_03,DSC_2662.NEF,1,0,False,ok,0.9511,8.494,9.729,10.501,10.494,10.501,-4.914,-3.327,6.077,99.0,104.0,239.0,234.0,0.0,0.0,0.081,0.648,1.5,dccdd692d2569296,,K:\data\photo\厦门\102XM_03\DSC_2662.NEF
厦门,102XM_03,DSC_2664.NEF,1,0,False,ok,0.9352,8.97,10.377,11.125,11.12,11.125,-4.056,-3.323,7.278,104.0,104.0,252.0,237.0,0.0,0.0,1.357,2.361,1.5,f8dcdcde8e8aae8a,,K:\data\photo\厦门\102XM_03\DSC_2664.NEF
厦门,102XM_03,DSC_2665.NEF,8,-1,False,ok,0.9776,10.122,11.136,12.542,13.042,23.179,-2.946,-3.03,9.198,99.0,98.0,225.0,231.0,0.0,0.0,0.0,5.113,1.5,e2f2f48ce1f9bfeb,,K:\data\photo\厦门\102XM_03\DSC_2665.NEF
厦门,102XM_03,DSC_2676.NEF,8,-1,False,ok,0.9656,5.042,8.135,10.085,11.436,33.541,1.597,-1.417,4.568,30.0,20.0,253.0,243.0,0.01,0.028,31.727,13.617,1.5,bcfdfffc5c3fbe7e,,K:\data\photo\厦门\102XM_03\DSC_2676.NEF
厦门,102XM_03,DSC_2679.NEF,1,0,False,ok,0.9747,4.593,7.551,9.656,11.587,9.656,1.442,-2.349,3.674,19.0,8.0,253.0,248.0,0.011,0.128,16.826,1.923,1.5,acbc989cbe3c3cbc,,K:\data\photo\厦门\102XM_03\DSC_2679.NEF
厦门,102XM_03,DSC_2681.NEF,8,-1,False,ok,0.9821,5.983,9.103,11.57,13.277,46.728,0.042,-3.631,4.755,14.0,7.0,252.0,248.0,0.009,0.124,1.273,2.58,1.5,f333236b5a5e7efe,,K:\data\photo\厦门\102XM_03\DSC_2681.NEF
厦门,102XM_03,DSC_2684.NEF,8,-1,False,ok,0.9839,6.797,9.559,11.827,13.459,48.735,2.601,-3.351,5.311,14.0,8.0,252.0,253.0,0.007,0.036,14.414,2.463,1.5,ee26665624fcfcfc,,K:\data\photo\厦门\102XM_03\DSC_2684.NEF
厦门,102XM_03,DSC_2690.NEF,6,1,False,ok,0.9826,6.313,9.178,11.57,13.513,37.985,0.908,-3.911,4.871,21.0,12.0,253.0,255.0,0.005,0.066,7.233,4.783,1.5,c0808222a323b3d6,,K:\data\photo\厦门\102XM_03\DSC_2690.NEF
厦门,102XM_03,DSC_2694.NEF,1,0,False,ok,0.9844,5.351,8.212,10.734,12.521,10.734,0.987,-2.888,4.395,17.0,11.0,252.0,255.0,0.009,0.559,1.231,2.604,1.5,e0e8b8b8f8e8f8f8,,K:\data\photo\厦门\102XM_03\DSC_2694.NEF
厦门,102XM_03,DSC_2697.NEF,1,0,False,ok,0.9221,9.103,9.543,11.333,12.525,11.333,-7.757,-4.095,2.432,71.0,58.0,237.0,244.0,0.0,0.0,0.317,1.918,1.5,f0f0f0f0d2f0e0e0,,K:\data\photo\厦门\102XM_03\DSC_2697.NEF
厦门,102XM_03,DSC_2698.NEF,1,0,False,ok,0.9638,8.045,8.389,9.349,10.246,9.349,-6.045,-3.644,3.861,91.0,77.0,201.0,226.0,0.0,0.0,0.191,0.911,1.5,f4e8f8f0d2d1e0d0,,K:\data\photo\厦门\102XM_03\DSC_2698.NEF
厦门,102XM_03,DSC_2700.NEF,1,0,False,ok,0.9676,7.796,8.041,8.75,9.668,8.75,-6.004,-3.918,3.063,88.0,79.0,195.0,226.0,0.0,0.0,0.202,0.878,1.5,e0f0b8e5f2e0e0e0,,K:\data\photo\厦门\102XM_03\DSC_2700.NEF
厦门,102XM_03,DSC_2702.NEF,1,0,False,ok,0.9655,7.809,8.109,8.8,9.773,8.8,-5.983,-3.867,3.2,89.0,77.0,199.0,230.0,0.0,0.0,0.197,0.932,1.5,d0f09ce6f2e0e0e0,,K:\data\photo\厦门\102XM_03\DSC_2702.NEF
厦门,102XM_03,DSC_2708.NEF,8,-1,False,ok,0.9924,3.952,6.706,7.621,8.088,54.078,0.998,-2.621,2.784,11.0,10.0,253.0,236.0,0.074,0.028,18.45,18.511,1.5,fcdc8ebed6129e9c,,K:\data\photo\厦门\102XM_03\DSC_2708.NEF
厦门,102XM_03,DSC_2711.NEF,1,0,False,ok,0.9771,3.293,6.004,7.01,7.293,7.01,-0.061,-2.468,2.179,21.0,11.0,253.0,246.0,0.0,0.092,23.811,0.841,1.5,0000042426161317,,K:\data\photo\厦门\102XM_03\DSC_2711.NEF
厦门,102XM_03,DSC_2714.NEF,8,-1,False,ok,0.9743,4.662,7.393,9.209,9.841,42.835,1.032,-2.233,3.96,15.0,8.0,253.0,240.0,0.055,0.225,13.981,1.379,1.5,78fcf8f8f8fa7cfc,,K:\data\photo\厦门\102XM_03\DSC_2714.NEF
厦门,102XM_03,DSC_2720.NEF,1,0,False,ok,0.9721,9.904,10.142,10.253,13.587,10.253,-8.462,-4.184,2.997,94.0,119.0,181.0,192.0,0.0,0.0,0.0,0.001,1.5,f0e0f0f0e0d6e0f0,,K:\data\photo\厦门\102XM_03\DSC_2720.NEF
厦门,102XM_03,DSC_2722.NEF,1,0,False,ok,0.9862,7.825,8.177,8.344,9.56,8.344,-5.835,-3.664,3.709,103.0,119.0,190.0,201.0,0.0,0.0,0.0,0.0,1.5,f0e0e0e09370e0e0,,K:\data\photo\厦门\102XM_03\DSC_2722.NEF
厦门,102XM_03,DSC_2730.NEF,1,0,False,ok,0.9752,9.485,9.624,9.797,12.759,9.797,-8.245,-4.152,2.179,87.0,108.0,175.0,187.0,0.0,0.0,0.0,0.001,1.5,f0c0e0c0f0e0e0e0,,K:\data\photo\厦门\102XM_03\DSC_2730.NEF
厦门,102XM_03,DSC_2739.NEF,8,-1,False,ok,0.9961,2.77,4.743,6.505,7.482,40.546,1.292,-2.437,0.255,14.0,8.0,253.0,255.0,0.004,0.216,16.973,18.202,1.5,be3ebb333abe9632,,K:\data\photo\厦门\102XM_03\DSC_2739.NEF
厦门,102XM_03,DSC_2746.NEF,1,0,False,weak,0.8375,1.174,1.27,1.979,1.987,1.979,1.084,0.448,-0.057,3.0,0.0,29.0,11.0,87.643,99.815,0.0,0.026,1.5,0000000010154200,,K:\data\photo\厦门\102XM_03\DSC_2746.NEF
